,Paper,Subject,Subj_notes,MonoMix,Dom.species,TropTemp,Month.corr,Time,Plot.time,Plot.time.err,Method,AGbiomass,AGbiomass.units,AGbiomass_notes,Resp_facet,time.unit,model,O2.mmol,Temp.C,Time2,AGbiomass2,Temp2,Response
446,Duarte et al. 2002,A,NA,mono,Zostera marina,temperate,Sep,9,9,0,Incubator,142.3,g DW m-2,NA,R_day,day,N,-55.211445,NA,81,20249.29,NA,R
447,Duarte et al. 2002,B,NA,mono,Zostera marina,temperate,Sep,9,9,0,Incubator,149.7,g DW m-2,NA,R_day,day,N,-69.268223,NA,81,22410.09,NA,R
448,Egea et al. 2019,A,NA,mono,Cymodocea nodosa,temperate,Mar,3,3,0,Incubator,NA,NA,NA,R_day,day,N,-48.573,16.5,9,NA,272.25,R
449,Egea et al. 2019,A,NA,mono,Cymodocea nodosa,temperate,Sep,9,9,0,Incubator,NA,NA,NA,R_day,day,N,-70.91,24.6,81,NA,605.16,R
450,Egea et al. 2019b ,A,NA,mono,Cymodocea nodosa,temperate,Feb,2,2,0,Incubator,NA,NA,NA,R_hour,hour,N,-1.525,15.31,4,NA,234.3961,R
451,Egea et al. 2019b ,A,NA,mono,Cymodocea nodosa,temperate,Apr,4,4,0,Incubator,NA,NA,NA,R_hour,hour,N,-3.827,19.39,16,NA,375.9721,R
452,Egea et al. 2019b ,A,NA,mono,Cymodocea nodosa,temperate,Jun,6,6,0,Incubator,NA,NA,NA,R_hour,hour,N,-4.108,25.61,36,NA,655.8721,R
453,Egea et al. 2019b ,A,NA,mono,Cymodocea nodosa,temperate,Aug,8,8,0,Incubator,NA,NA,NA,R_hour,hour,N,-5.299,26.82,64,NA,719.3124,R
454,Egea et al. 2019b ,A,NA,mono,Cymodocea nodosa,temperate,Aug,8,8,0,Incubator,NA,NA,NA,R_hour,hour,N,-5.049,27.39,64,NA,750.2121,R
455,Egea et al. 2019b ,A,NA,mono,Cymodocea nodosa,temperate,Oct,10,10,0,Incubator,NA,NA,NA,R_hour,hour,N,-5.455,25.01,100,NA,625.5001,R
456,Egea et al. 2019b ,A,NA,mono,Cymodocea nodosa,temperate,Oct,10,10,0,Incubator,NA,NA,NA,R_hour,hour,N,-5.22,19.4,100,NA,376.36,R
457,Egea et al. 2019b ,A,NA,mono,Cymodocea nodosa,temperate,Dec,12,12,0,Incubator,NA,NA,NA,R_hour,hour,N,-2.832,11.48,144,NA,131.7904,R
458,Ferguson et al. 2017,C,"two depths, two seasons",mono,Zostera muelleri,temperate,Mar,3,3,0,Incubator,42.93,g DW m-2,NA,R_hour,hour,N,-3.68,17.3,9,1842.9849,299.29,R
459,Ferguson et al. 2017,B,"two depths, two seasons",mono,Zostera muelleri,temperate,Mar,3,3,0,Incubator,54.395,g DW m-2,NA,R_hour,hour,N,-4.704,17.3,9,2958.816025,299.29,R
460,Ferguson et al. 2017,A,"two depths, two seasons",mono,Zostera muelleri,temperate,Mar,3,3,0,Incubator,71.8,g DW m-2,NA,R_hour,hour,N,-2.367,17.3,9,5155.24,299.29,R
461,Ferguson et al. 2017,C,"two depths, two seasons",mono,Zostera muelleri,temperate,Aug,8,8,0,Incubator,65.175,g DW m-2,NA,R_hour,hour,N,-6.037,25.6,64,4247.780625,655.36,R
462,Ferguson et al. 2017,A,"two depths, two seasons",mono,Zostera muelleri,temperate,Aug,8,8,0,Incubator,110.586,g DW m-2,NA,R_hour,hour,N,-5.546,25.6,64,12229.2634,655.36,R
463,Ferguson et al. 2017,B,"two depths, two seasons",mono,Zostera muelleri,temperate,Aug,8,8,0,Incubator,115.104,g DW m-2,NA,R_hour,hour,N,-9.627,25.6,64,13248.93082,655.36,R
464,Gruber et al. 2017,A,NA,mix,Enhalus acoroides + Thalassia hemprichii,tropical,Oct,10,10,0,Control volume,NA,NA,NA,R_day,day,N,-380,30.8,100,NA,948.64,R
465,Gustafsson and Norkko 2016,A,NA,mono,Ruppia cirrhosa,temperate,Aug,8,8,0,Incubator,0.4,g DW m-2,NA,R_day,day,N,-38.852,19,64,0.16,361,R
466,Gustafsson and Norkko 2016,B,NA,mono,Zostera marina,temperate,Aug,8,8,0,Incubator,4.2,g DW m-2,NA,R_day,day,N,-21.087,19,64,17.64,361,R
467,Herbert and Fourqurean 2008,A,NA,mix,Thalassia testudinum,tropical,Nov,11,11,0,Incubator,57.3,g DW m-2,NA,R_hour,hour,N,-20.082094,NA,121,3283.29,NA,R
468,Holmer et al. 2004,B,NA,mono,Posidonia oceanica,temperate,Jun,6,6,0,Incubator,490,g DW m-2,NA,R_day,day,N,-24.107,18,36,240100,324,R
469,Holmer et al. 2004,C,NA,mono,Posidonia oceanica,temperate,Jun,6,6,0,Incubator,527,g DW m-2,NA,R_day,day,N,-41.395,18,36,277729,324,R
470,Holmer et al. 2004,D,NA,mono,Posidonia oceanica,temperate,May,5,5,0,Incubator,471,g DW m-2,NA,R_day,day,N,-46.264,18,25,221841,324,R
471,Holmer et al. 2004,E,NA,mono,Posidonia oceanica,temperate,May,5,5,0,Incubator,612,g DW m-2,NA,R_day,day,N,-46.017,18,25,374544,324,R
472,Hume et al. 2011,A,NA,mono,Zostera marina,temperate,Jun,6,6,0,Eddy correlation,NA,NA,NA,R_day,day,N,-61,NA,36,NA,NA,R
473,Hume et al. 2011,A,NA,mono,Zostera marina,temperate,Jun,6,6,0,Eddy correlation,NA,NA,NA,R_day,day,N,-89.5,NA,36,NA,NA,R
474,Hume et al. 2011,A,NA,mono,Zostera marina,temperate,Jun,6,6,0,Eddy correlation,NA,NA,NA,R_day,day,N,-210.1,NA,36,NA,NA,R
475,Hume et al. 2011,A,NA,mono,Zostera marina,temperate,Jun,6,6,0,Eddy correlation,NA,NA,NA,R_day,day,N,-217.4,NA,36,NA,NA,R
476,Hume et al. 2011,A,NA,mono,Zostera marina,temperate,Jun,6,6,0,Eddy correlation,NA,NA,NA,R_day,day,N,-102.4,NA,36,NA,NA,R
477,Johnson et al. 2019,A,NA,mono,Thalassia testudinum,tropical,Jul,7,7,0,Incubator,130.9,g DW m-2,NA,R_day,day,N,-196.09,30,49,17134.81,900,R
478,Johnson et al. 2019,D,NA,mono,Thalassia testudinum,tropical,Aug,8,8,0,Incubator,202.2,g DW m-2,NA,R_day,day,N,-73.857,32.2,64,40884.84,1036.84,R
479,Johnson et al. 2019,E,NA,mono,Thalassia testudinum,tropical,Aug,8,8,0,Incubator,96.5,g DW m-2,NA,R_day,day,N,-88.979,34.4,64,9312.25,1183.36,R
480,Johnson et al. 2019,F,NA,mono,Thalassia testudinum,tropical,May,5,5,0,Incubator,70.7,g DW m-2,NA,R_day,day,N,-78.884,29.2,25,4998.49,852.64,R
481,Johnson et al. 2019,G,NA,mono,Thalassia testudinum,tropical,Jun,6,6,0,Incubator,183.2,g DW m-2,NA,R_day,day,N,-177.23,31.9,36,33562.24,1017.61,R
482,Johnson et al. 2019,G,NA,mono,Thalassia testudinum,tropical,May to Aug,6.5,6.5,1.5,Incubator,183.2,g DW m-2,NA,R_day,day,N,-132.58,31.7,42.25,33562.24,1004.89,R
483,Johnson et al. 2019,G,NA,mono,Thalassia testudinum,tropical,Jul,5,7,0,Incubator,183.2,g DW m-2,NA,R_day,day,N,-170.43,33.6,25,33562.24,1128.96,R
484,Johnson et al. 2019,H,NA,mono,Thalassia testudinum,tropical,Feb,2,2,0,Incubator,51.6,g DW m-2,NA,R_day,day,N,-23.777,27.9,4,2662.56,778.41,R
485,Koopmans et al. 2020,A,NA,mono,Posidonia oceanica,temperate,May,5,5,0,Eddy covariance,NA,NA,NA,R_day,day,N,-66.4,NA,25,NA,NA,R
486,Koopmans et al. 2020,B,NA,mono,Posidonia oceanica,temperate,May,5,5,0,Eddy covariance,NA,NA,NA,R_day,day,N,-91.8,NA,25,NA,NA,R
487,Koopmans et al. 2020,C,NA,mono,Posidonia oceanica,temperate,May,5,5,0,Eddy covariance,NA,NA,NA,R_day,day,N,-106.2,NA,25,NA,NA,R
488,Koopmans et al. 2020,D,NA,mono,Posidonia oceanica,temperate,May,5,5,0,Eddy covariance,NA,NA,NA,R_day,day,N,-73,NA,25,NA,NA,R
489,Long et al. 2015,A,NA,mono,Thalassia testudinium,tropical,Jul,7,7,0,Eddy correlation,75,g DW m-2,NA,R_day,day,N,-127,29.1,49,5625,846.81,R
490,Long et al. 2015,B,NA,mono,Thalassia testudinium,tropical,Jul,7,7,0,Eddy correlation,24,g DW m-2,NA,R_day,day,N,-52,31.2,49,576,973.44,R
491,Long et al. 2015,C,NA,mono,Thalassia testudinium,tropical,Aug,8,8,0,Eddy correlation,193,g DW m-2,NA,R_day,day,N,-185,30.6,64,37249,936.36,R
492,Long et al. 2015,D,NA,mono,Thalassia testudinium,tropical,Aug,8,8,0,Eddy correlation,136,g DW m-2,NA,R_day,day,N,-155,30.7,64,18496,942.49,R
493,Maher and Eyre 2011,A,NA,mono,Halophila ovalis,temperate,Jan,1,1,0,Incubator,NA,NA,NA,R_day,day,N,-43.21147,NA,1,NA,NA,R
494,Maher and Eyre 2011,B,NA,mono,Ruppia megcarpa,temperate,Jan,1,1,0,Incubator,NA,NA,NA,R_day,day,N,-196.65798,NA,1,NA,NA,R
495,Maher and Eyre 2011,C,NA,mono,Zostera capricorni,temperate,Jan,1,1,0,Incubator,NA,NA,NA,R_day,day,N,-164.936265,NA,1,NA,NA,R
496,Maher and Eyre 2011,B,NA,mono,Ruppia megcarpa,temperate,Apr,4,4,0,Incubator,NA,NA,NA,R_day,day,N,-211.39484,NA,16,NA,NA,R
497,Maher and Eyre 2011,C,NA,mono,Zostera capricorni,temperate,Apr,4,4,0,Incubator,NA,NA,NA,R_day,day,N,-90.835672,NA,16,NA,NA,R
498,Maher and Eyre 2011,A,NA,mono,Halophila ovalis,temperate,Aug,8,8,0,Incubator,NA,NA,NA,R_day,day,N,-136.87795,NA,64,NA,NA,R
499,Maher and Eyre 2011,B,NA,mono,Ruppia megcarpa,temperate,Aug,8,8,0,Incubator,NA,NA,NA,R_day,day,N,-148.86726,NA,64,NA,NA,R
500,Maher and Eyre 2011,C,NA,mono,Zostera capricorni,temperate,Aug,8,8,0,Incubator,NA,NA,NA,R_day,day,N,-124.389086,NA,64,NA,NA,R
501,Maher and Eyre 2011,A,NA,mono,Halophila ovalis,temperate,Oct,10,10,0,Incubator,NA,NA,NA,R_day,day,N,-83.009317,NA,100,NA,NA,R
502,Maher and Eyre 2011,B,NA,mono,Ruppia megcarpa,temperate,Oct,10,10,0,Incubator,NA,NA,NA,R_day,day,N,-200.987453,NA,100,NA,NA,R
503,Maher and Eyre 2011,C,NA,mono,Zostera capricorni,temperate,Oct,10,10,0,Incubator,NA,NA,NA,R_day,day,N,-136.295137,NA,100,NA,NA,R
504,Maher and Eyre 2011,D,NA,mono,Halophila ovalis,temperate,Jan,1,1,0,Incubator,NA,NA,NA,R_day,day,N,-82.343244,NA,1,NA,NA,R
505,Maher and Eyre 2011,F,NA,mono,Zostera capricorni,temperate,Jan,1,1,0,Incubator,NA,NA,NA,R_day,day,N,-119.143763,NA,1,NA,NA,R
506,Maher and Eyre 2011,D,NA,mono,Halophila ovalis,temperate,Apr,4,4,0,Incubator,NA,NA,NA,R_day,day,N,-29.890015,NA,16,NA,NA,R
507,Maher and Eyre 2011,F,NA,mono,Zostera capricorni,temperate,Apr,4,4,0,Incubator,NA,NA,NA,R_day,day,N,-268.260801,NA,16,NA,NA,R
508,Maher and Eyre 2011,D,NA,mono,Halophila ovalis,temperate,Aug,8,8,0,Incubator,NA,NA,NA,R_day,day,N,-22.563214,NA,64,NA,NA,R
509,Maher and Eyre 2011,F,NA,mono,Zostera capricorni,temperate,Aug,8,8,0,Incubator,NA,NA,NA,R_day,day,N,-447.850666,NA,64,NA,NA,R
510,Maher and Eyre 2011,D,NA,mono,Halophila ovalis,temperate,Oct,10,10,0,Incubator,NA,NA,NA,R_day,day,N,-40.880215,NA,100,NA,NA,R
511,Maher and Eyre 2011,F,NA,mono,Zostera capricorni,temperate,Oct,10,10,0,Incubator,NA,NA,NA,R_day,day,N,-177.008834,NA,100,NA,NA,R
512,Maher and Eyre 2011,E,NA,mono,Halophila ovalis,temperate,Jan,1,1,0,Incubator,NA,NA,NA,R_day,day,N,-106.072086,NA,1,NA,NA,R
513,Maher and Eyre 2011,H,NA,mono,Posidonia australis,temperate,Jan,1,1,0,Incubator,NA,NA,NA,R_day,day,N,-113.648663,NA,1,NA,NA,R
514,Maher and Eyre 2011,I,NA,mono,Ruppia megcarpa,temperate,Jan,1,1,0,Incubator,NA,NA,NA,R_day,day,N,-57.532034,NA,1,NA,NA,R
515,Maher and Eyre 2011,E,NA,mono,Halophila ovalis,temperate,Apr,4,4,0,Incubator,NA,NA,NA,R_day,day,N,-111.15089,NA,16,NA,NA,R
516,Maher and Eyre 2011,H,NA,mono,Posidonia australis,temperate,Apr,4,4,0,Incubator,NA,NA,NA,R_day,day,N,-298.733629,NA,16,NA,NA,R
517,Maher and Eyre 2011,I,NA,mono,Ruppia megcarpa,temperate,Apr,4,4,0,Incubator,NA,NA,NA,R_day,day,N,-190.496807,NA,16,NA,NA,R
518,Maher and Eyre 2011,G,NA,mono,Zostera capricorni,temperate,Apr,4,4,0,Incubator,NA,NA,NA,R_day,day,N,-121.808054,NA,16,NA,NA,R
519,Maher and Eyre 2011,E,NA,mono,Halophila ovalis,temperate,Aug,8,8,0,Incubator,NA,NA,NA,R_day,day,N,-288.909056,NA,64,NA,NA,R
520,Maher and Eyre 2011,H,NA,mono,Posidonia australis,temperate,Aug,8,8,0,Incubator,NA,NA,NA,R_day,day,N,-283.99677,NA,64,NA,NA,R
521,Maher and Eyre 2011,I,NA,mono,Ruppia megcarpa,temperate,Aug,8,8,0,Incubator,NA,NA,NA,R_day,day,N,-336.033703,NA,64,NA,NA,R
522,Maher and Eyre 2011,G,NA,mono,Zostera capricorni,temperate,Aug,8,8,0,Incubator,NA,NA,NA,R_day,day,N,-216.88994,NA,64,NA,NA,R
523,Maher and Eyre 2011,E,NA,mono,Halophila ovalis,temperate,Oct,10,10,0,Incubator,NA,NA,NA,R_day,day,N,-208.980326,NA,100,NA,NA,R
524,Maher and Eyre 2011,H,NA,mono,Posidonia australis,temperate,Oct,10,10,0,Incubator,NA,NA,NA,R_day,day,N,-253.940237,NA,100,NA,NA,R
525,Maher and Eyre 2011,I,NA,mono,Ruppia megcarpa,temperate,Oct,10,10,0,Incubator,NA,NA,NA,R_day,day,N,-253.773718,NA,100,NA,NA,R
526,Maher and Eyre 2011,G,NA,mono,Zostera capricorni,temperate,Oct,10,10,0,Incubator,NA,NA,NA,R_day,day,N,-118.061395,NA,100,NA,NA,R
527,Martin et al. 2005,A,NA,mono,Zostera marina,temperate,Mar,3,3,0,Incubator,35.6,g AFDW m-2,NA,R_hour,hour,N,-2.3,13,9,1267.36,169,R
528,Murray and Wetzel 1987,A,NA,mono,Zostera marina,temperate,Jan,1,1,0,Incubator,NA,NA,NA,R_hour,hour,N,-0.972974,7,1,NA,49,R
529,Murray and Wetzel 1987,A,NA,mono,Zostera marina,temperate,Mar,3,3,0,Incubator,NA,NA,NA,R_hour,hour,N,-3.129086,8,9,NA,64,R
530,Murray and Wetzel 1987,A,NA,mono,Zostera marina,temperate,Apr,4,4,0,Incubator,NA,NA,NA,R_hour,hour,N,-6.156512,14,16,NA,196,R
531,Murray and Wetzel 1987,A,NA,mono,Zostera marina,temperate,May,5,5,0,Incubator,81,g DW m-2,NA,R_hour,hour,N,-5.375233,18,25,6561,324,R
532,Murray and Wetzel 1987,A,NA,mono,Zostera marina,temperate,May,5,5,0,Incubator,81,g DW m-2,NA,R_hour,hour,N,-4.496294,18,25,6561,324,R
533,Murray and Wetzel 1987,B,NA,mono,Ruppia maritima,temperate,Jun,6,6,0,Incubator,20,g DW m-2,NA,R_hour,hour,N,-7.381433,24,36,400,576,R
534,Murray and Wetzel 1987,A,NA,mono,Zostera marina,temperate,Jun,6,6,0,Incubator,116,g DW m-2,NA,R_hour,hour,N,-9.183938,26,36,13456,676,R
535,Murray and Wetzel 1987,A,NA,mono,Zostera marina,temperate,Jun,6,6,0,Incubator,116,g DW m-2,NA,R_hour,hour,N,-11.914947,26,36,13456,676,R
536,Murray and Wetzel 1987,B,NA,mono,Ruppia maritima,temperate,Jul,7,7,0,Incubator,80,g DW m-2,NA,R_hour,hour,N,-9.088278,24,49,6400,576,R
537,Murray and Wetzel 1987,B,NA,mono,Ruppia maritima,temperate,Jul,7,7,0,Incubator,82,g DW m-2,NA,R_hour,hour,N,-7.386027,27,49,6724,729,R
538,Murray and Wetzel 1987,A,NA,mono,Zostera marina,temperate,Jul,7,7,0,Incubator,62,g DW m-2,NA,R_hour,hour,N,-6.153074,33,49,3844,1089,R
539,Murray and Wetzel 1987,B,NA,mono,Ruppia maritima,temperate,Aug,8,8,0,Incubator,87,g DW m-2,NA,R_hour,hour,N,-6.474055,25,64,7569,625,R
540,Murray and Wetzel 1987,A,NA,mono,Zostera marina,temperate,Aug,8,8,0,Incubator,61,g DW m-2,NA,R_hour,hour,N,-4.102248,27,64,3721,729,R
541,Murray and Wetzel 1987,B,NA,mono,Ruppia maritima,temperate,Sep,9,9,0,Incubator,61,g DW m-2,NA,R_hour,hour,N,-2.283961,27,81,3721,729,R
542,Murray and Wetzel 1987,B,NA,mono,Ruppia maritima,temperate,Oct,10,10,0,Incubator,70,g DW m-2,NA,R_hour,hour,N,-11.183326,20,100,4900,400,R
543,Murray and Wetzel 1987,A,NA,mono,Zostera marina,temperate,Oct,10,10,0,Incubator,NA,NA,NA,R_hour,hour,N,-5.65715,16,100,NA,256,R
544,Olive et al. 2016,E,These are estimates based on different incubation times,mono,Posidonia oceanica,temperate,Oct,10,10,0,Incubator,NA,NA,NA,R_day,day,N,-150.79,NA,100,NA,NA,R
545,Olive et al. 2016,F,These are estimates based on different incubation times,mono,Posidonia oceanica,temperate,Oct,10,10,0,Incubator,NA,NA,NA,R_day,day,N,-55.49,NA,100,NA,NA,R
546,Plus et al. 2001,A,NA,mono,Zostera noltii,temperate,Feb,2,2,0,Incubator,26.6,g DW m-2,NA,R_hour,hour,N,-2.480062,9.3,4,707.56,86.49,R
547,Plus et al. 2001,A,NA,mono,Zostera noltii,temperate,Apr,4,4,0,Incubator,67.7,g DW m-2,NA,R_hour,hour,N,-3.603948,14.15,16,4583.29,200.2225,R
548,Plus et al. 2001,A,NA,mono,Zostera noltii,temperate,May,5,5,0,Incubator,27.8,g DW m-2,NA,R_hour,hour,N,-3.368533,17.3,25,772.84,299.29,R
549,Plus et al. 2001,A,NA,mono,Zostera noltii,temperate,Jul,7,7,0,Incubator,99.9,g DW m-2,NA,R_hour,hour,N,-7.193176,21.6,49,9980.01,466.56,R
550,Plus et al. 2001,A,NA,mono,Zostera noltii,temperate,Aug,8,8,0,Incubator,136.3,g DW m-2,NA,R_hour,hour,N,-12.659193,26.8,64,18577.69,718.24,R
551,Plus et al. 2001,A,NA,mono,Zostera noltii,temperate,Aug,8,8,0,Incubator,36.4,g DW m-2,NA,R_hour,hour,N,-8.706827,25.2,64,1324.96,635.04,R
552,Plus et al. 2001,A,NA,mono,Zostera noltii,temperate,Oct,10,10,0,Incubator,54.2,g DW m-2,NA,R_hour,hour,N,-2.507282,14.4,100,2937.64,207.36,R
553,Rheuban et al. 2014,A,NA,mono,Zostera marina,temperate,Feb,2,2,0,Eddy correlation,NA,NA,NA,R_day,day,N,-45.56864,9.4,4,NA,88.36,R
554,Rheuban et al. 2014,A,NA,mono,Zostera marina,temperate,Jun,6,6,0,Eddy correlation,NA,NA,NA,R_day,day,N,-315.4495,27.6,36,NA,761.76,R
555,Rheuban et al. 2014,A,NA,mono,Zostera marina,temperate,Aug,8,8,0,Eddy correlation,NA,NA,NA,R_day,day,N,-229.5711,30.1,64,NA,906.01,R
556,Rheuban et al. 2014,A,NA,mono,Zostera marina,temperate,Aug,8,8,0,Eddy correlation,NA,NA,NA,R_day,day,N,-196.0729,27.4,64,NA,750.76,R
557,Rheuban et al. 2014,A,NA,mono,Zostera marina,temperate,Oct,10,10,0,Eddy correlation,NA,NA,NA,R_day,day,N,-136.0774,17,100,NA,289,R
558,Santos et al. 2004,A,NA,mono,Zostera noltii,temperate,Jul,7,7,0,Incubator,NA,NA,NA,R_hour,hour,N,-7.57,NA,49,NA,NA,R
559,Santos et al. 2004,B,NA,mono,Cymodocea nodosa,temperate,Jul,7,7,0,Incubator,NA,NA,NA,R_hour,hour,N,-4.35,NA,49,NA,NA,R
560,Staehr et al. 2018,A,NA,mono,Zostera marina,temperate,Apr,4,4,0,Incubator,NA,NA,NA,R_day,day,N,-6.25,9,16,NA,81,R
561,Staehr et al. 2018,A,NA,mono,Zostera marina,temperate,Jun,6,6,0,Incubator,NA,NA,NA,R_day,day,N,-209.4,16,36,NA,256,R
562,Staehr et al. 2018,A,NA,mono,Zostera marina,temperate,Aug,8,8,0,Incubator,NA,NA,NA,R_day,day,N,-159.4,21,64,NA,441,R
563,Stutes et al. 2007,A,NA,mono,Halodule wrightii,tropical,Feb,2,2,0,Incubator,20.776,g AFDW m-2,NA,R_hour,hour,N,-2.319832,15.5875,4,431.642176,242.9701563,R
564,Stutes et al. 2007,A,NA,mono,Halodule wrightii,tropical,Apr,4,4,0,Incubator,16.218,g AFDW m-2,NA,R_hour,hour,N,-2.003813,25.95,16,263.023524,673.4025,R
565,Stutes et al. 2007,A,NA,mono,Halodule wrightii,tropical,Apr,4,4,0,Incubator,10.998,g AFDW m-2,NA,R_hour,hour,N,-1.153672,25.3,16,120.956004,640.09,R
566,Stutes et al. 2007,A,NA,mono,Halodule wrightii,tropical,Jun,6,6,0,Incubator,45.156,g AFDW m-2,NA,R_hour,hour,N,-2.50107,30.0125,36,2039.064336,900.7501563,R
567,Stutes et al. 2007,A,NA,mono,Halodule wrightii,tropical,Jun,6,6,0,Incubator,41.552,g AFDW m-2,NA,R_hour,hour,N,-2.021098,28.2,36,1726.568704,795.24,R
568,Stutes et al. 2007,A,NA,mono,Halodule wrightii,tropical,Aug,8,8,0,Incubator,34.238,g AFDW m-2,NA,R_hour,hour,N,-1.771421,31.1125,64,1172.240644,967.9876563,R
569,Stutes et al. 2007,A,NA,mono,Halodule wrightii,tropical,Aug,8,8,0,Incubator,23.002,g AFDW m-2,NA,R_hour,hour,N,-1.849651,31.775,64,529.092004,1009.650625,R
570,Stutes et al. 2007,A,NA,mono,Halodule wrightii,tropical,Oct,10,10,0,Incubator,11.024,g AFDW m-2,NA,R_hour,hour,N,-2.169766,21.775,100,121.528576,474.150625,R
571,Stutes et al. 2007,A,NA,mono,Halodule wrightii,tropical,Dec,12,12,0,Incubator,19.08,g AFDW m-2,NA,R_hour,hour,N,-2.775824,20.125,144,364.0464,405.015625,R
572,Stutes et al. 2007,A,NA,mono,Halodule wrightii,tropical,Dec,12,12,0,Incubator,11.837,g AFDW m-2,NA,R_hour,hour,N,-1.97374,14.1125,144,140.114569,199.1626563,R
573,Stutes et al. 2007,B,NA,mono,Halodule wrightii,tropical,Feb,2,2,0,Incubator,36.782,g AFDW m-2,NA,R_hour,hour,N,-2.435029,16.2375,4,1352.915524,263.6564063,R
574,Stutes et al. 2007,B,NA,mono,Halodule wrightii,tropical,Apr,4,4,0,Incubator,42.4,g AFDW m-2,NA,R_hour,hour,N,-5.583322,25.8,16,1797.76,665.64,R
575,Stutes et al. 2007,B,NA,mono,Halodule wrightii,tropical,Apr,4,4,0,Incubator,35.113,g AFDW m-2,NA,R_hour,hour,N,-1.913593,22.94286,16,1232.922769,526.374825,R
576,Stutes et al. 2007,B,NA,mono,Halodule wrightii,tropical,Jun,6,6,0,Incubator,34.98,g AFDW m-2,NA,R_hour,hour,N,-4.762254,31.4125,36,1223.6004,986.7451563,R
577,Stutes et al. 2007,B,NA,mono,Halodule wrightii,tropical,Jun,6,6,0,Incubator,32.224,g AFDW m-2,NA,R_hour,hour,N,-1.46849,28.825,36,1038.386176,830.880625,R
578,Stutes et al. 2007,B,NA,mono,Halodule wrightii,tropical,Aug,8,8,0,Incubator,80.772,g AFDW m-2,NA,R_hour,hour,N,-6.056,30.45,64,6524.115984,927.2025,R
579,Stutes et al. 2007,B,NA,mono,Halodule wrightii,tropical,Aug,8,8,0,Incubator,13.25,g AFDW m-2,NA,R_hour,hour,N,-2.270076,29.9875,64,175.5625,899.2501563,R
580,Stutes et al. 2007,B,NA,mono,Halodule wrightii,tropical,Oct,10,10,0,Incubator,38.478,g AFDW m-2,NA,R_hour,hour,N,-1.339906,22.4375,100,1480.556484,503.4414063,R
581,Stutes et al. 2007,B,NA,mono,Halodule wrightii,tropical,Dec,12,12,0,Incubator,22.26,g AFDW m-2,NA,R_hour,hour,N,-0.932069,18.36667,144,495.5076,337.3345669,R
582,Stutes et al. 2007,B,NA,mono,Halodule wrightii,tropical,Dec,12,12,0,Incubator,5.698,g AFDW m-2,NA,R_hour,hour,N,-1.682999,13.01667,144,32.467204,169.4336979,R
583,Viaroli et al. 1996,A,NA,mono,Zostera noltii,temperate,May,5,5,0,Incubator,101,g DW m-2,NA,R_hour,hour,N,-2.728,NA,25,10201,NA,R
584,Viaroli et al. 1996,A,NA,mono,Zostera noltii,temperate,Aug,8,8,0,Incubator,101,g DW m-2,NA,R_hour,hour,N,-8.255,NA,64,10201,NA,R
585,Yarbro and Carlson 2008,A,NA,mono,Thalassia testudinum,tropical,May,5,5,0,Incubator,NA,NA,NA,R_hour,hour,N,-2.858,NA,25,NA,NA,R
586,Yarbro and Carlson 2008,A,NA,mono,Thalassia testudinum,tropical,Aug,8,8,0,Incubator,NA,NA,NA,R_hour,hour,N,-2.639,NA,64,NA,NA,R
587,Yarbro and Carlson 2008,A,NA,mono,Thalassia testudinum,tropical,Sep,9,9,0,Incubator,NA,NA,NA,R_hour,hour,N,-1.263,NA,81,NA,NA,R
588,Yarbro and Carlson 2008,A,NA,mono,Thalassia testudinum,tropical,Nov,11,11,0,Incubator,NA,NA,NA,R_hour,hour,N,-2.097,NA,121,NA,NA,R
589,Yarbro and Carlson 2008,B,NA,mono,Halodule wrightii,tropical,Mar,3,3,0,Incubator,NA,NA,NA,R_hour,hour,N,-1.407,NA,9,NA,NA,R
590,Yarbro and Carlson 2008,B,NA,mono,Halodule wrightii,tropical,May,5,5,0,Incubator,NA,NA,NA,R_hour,hour,N,-1.154,NA,25,NA,NA,R
591,Yarbro and Carlson 2008,B,NA,mono,Halodule wrightii,tropical,Aug,8,8,0,Incubator,NA,NA,NA,R_hour,hour,N,-3.009,NA,64,NA,NA,R
592,Yarbro and Carlson 2008,B,NA,mono,Halodule wrightii,tropical,Sep,9,9,0,Incubator,NA,NA,NA,R_hour,hour,N,-1.539,NA,81,NA,NA,R
593,Yarbro and Carlson 2008,B,NA,mono,Halodule wrightii,tropical,Nov,11,11,0,Incubator,NA,NA,NA,R_hour,hour,N,-4.72,NA,121,NA,NA,R
594,Yarbro and Carlson 2008,C,NA,mono,Thalassia testudinum,tropical,May,5,5,0,Incubator,NA,NA,NA,R_hour,hour,N,-2.918,NA,25,NA,NA,R
595,Yarbro and Carlson 2008,C,NA,mono,Thalassia testudinum,tropical,Aug,8,8,0,Incubator,NA,NA,NA,R_hour,hour,N,-6.333,NA,64,NA,NA,R
596,Yarbro and Carlson 2008,C,NA,mono,Thalassia testudinum,tropical,Nov,11,11,0,Incubator,NA,NA,NA,R_hour,hour,N,-2.392,NA,121,NA,NA,R
597,Yarbro and Carlson 2008,D,NA,mono,Halodule wrightii,tropical,May,5,5,0,Incubator,NA,NA,NA,R_hour,hour,N,-2.674,NA,25,NA,NA,R
598,Yarbro and Carlson 2008,D,NA,mono,Halodule wrightii,tropical,Aug,8,8,0,Incubator,NA,NA,NA,R_hour,hour,N,-4.534,NA,64,NA,NA,R
